"mixture","Replication","Dilution","Response","celltype","phenotype"
"Expo-L","2",0.1,0.958193410746799,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","2",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","2",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","2",0.1,1.22017018484325,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","3",0.1,0.830761236851326,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","3",0.1,0.518990835953554,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","3",0.1,0.872178054507983,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","3",0.1,0.659806672514254,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","3",0.1,1.0861059417455,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","3",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","3",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","3",0.1,1.18505736446493,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","4",0.1,1.02240977932217,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","4",0.1,0.649849839691206,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","4",0.1,1.12828180050376,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","4",0.1,1.0109866774567,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","4",0.1,1.15261199387695,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","4",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","4",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","4",0.1,1.08737761567125,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","5",0.1,0.862355011840145,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","5",0.1,0.78394141730912,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","5",0.1,0.98681615099622,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","5",0.1,1.25750071748249,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","5",0.1,0.992308407375748,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","5",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","5",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","5",0.1,0.828127560995374,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","6",0.1,0.892676967386747,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","6",0.1,0.666813562936147,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","6",0.1,0.997441130615925,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","6",0.1,1.13140498232716,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","6",0.1,1.06735781692456,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","6",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","6",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","6",0.1,1.01430226944669,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","1",1,0.619456637153947,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","1",1,0.655567640095357,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","1",1,0.530342488506884,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","2",1,0.523210317699376,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","2",1,0.968578298643395,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","2",1,0.333045579785381,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","3",1,0.658600786171518,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","3",1,0.426092657175764,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","3",1,0.522625597894328,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","4",1,0.622024661808181,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","4",1,0.536897281337682,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","4",1,0.457546694462791,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","5",1,0.522606109967418,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","5",1,0.790329697244644,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","5",1,0.443562972107853,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-L","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-H","6",1,0.632208428272824,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"Expo-L","6",1,0.526786296777524,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"POD-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"RFD-L","6",1,0.617569359919229,"iCell Cardiomyocytes","Peak Amplitude - 15 min"
"AC50-L","1",0.0001,1.27088377991384,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","1",0.0001,1.20924536191933,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","1",0.0001,1.14902152842623,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","1",0.0001,1.1791709208799,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","1",0.0001,0.914904417378123,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","1",0.0001,0.599789013643215,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","1",0.0001,0.885553028845191,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","1",0.0001,1.14112888246255,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","2",0.0001,1.38554938541779,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","2",0.0001,0.939807747718619,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","2",0.0001,1.17622617379373,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","2",0.0001,1.15734490766724,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","2",0.0001,0.980254178418554,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","2",0.0001,0.529357984483849,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","2",0.0001,0.881202760754825,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","2",0.0001,1.13068330152504,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","3",0.0001,0.906359317156841,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","3",0.0001,0.961654109891712,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","3",0.0001,1.2704735508078,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","3",0.0001,1.19592000234718,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","3",0.0001,1.17412047573133,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","3",0.0001,0.63946154938857,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","3",0.0001,0.765991793308691,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","3",0.0001,0.968231583454897,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","4",0.0001,0.995519038141096,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","4",0.0001,0.886375878687623,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","4",0.0001,1.18141736102771,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","4",0.0001,1.08435998775006,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","4",0.0001,0.993646612460077,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","4",0.0001,0.815127028653303,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","4",0.0001,0.737758466209494,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","4",0.0001,0.776552256141913,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","5",0.0001,1.1323363913291,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","5",0.0001,0.905939114525679,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","5",0.0001,1.12056226099746,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","5",0.0001,0.717943880361967,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","5",0.0001,0.86903551736681,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","5",0.0001,0.577157909494199,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","5",0.0001,0.94820970038522,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","5",0.0001,0.97743326380952,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","6",0.0001,0.975681764236542,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","6",0.0001,1.04365187144282,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","6",0.0001,1.07589190138016,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","6",0.0001,0.650417990210511,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","6",0.0001,0.983575999240519,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","6",0.0001,0.521822517074793,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","6",0.0001,0.893999970733581,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","6",0.0001,1.06303191140688,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","1",0.001,1.06895619232465,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","1",0.001,0.914910845467589,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","1",0.001,1.08526815553927,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","1",0.001,0.818022682772385,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","1",0.001,0.979573543859678,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","1",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","1",0.001,0.440289248119113,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","1",0.001,0.707991735219212,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","2",0.001,1.05131408476154,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","2",0.001,1.04208511506034,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","2",0.001,1.09987121225862,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","2",0.001,0.989915461189474,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","2",0.001,1.13025126937791,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","2",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","2",0.001,0.559839777782436,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","2",0.001,0.724051043747951,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","3",0.001,1.08162683437443,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","3",0.001,0.884923680129167,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","3",0.001,1.02302021905813,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","3",0.001,1.32122708032215,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","3",0.001,1.2342982224915,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","3",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","3",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","3",0.001,1.21495413483114,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","4",0.001,0.885484111965261,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","4",0.001,0.81045834088609,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","4",0.001,1.13079315712303,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","4",0.001,0.975206659700797,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","4",0.001,0.825584499644934,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","4",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","4",0.001,0.557134465650305,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","4",0.001,0.701587308847742,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","5",0.001,1.09497619434763,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","5",0.001,0.941104073524815,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","5",0.001,1.11860054129745,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","5",0.001,1.05217455352933,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","5",0.001,1.13490055665758,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","5",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","5",0.001,0.639965230557627,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","5",0.001,0.973357919546002,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","6",0.001,0.767823508012008,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","6",0.001,0.956332621797977,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","6",0.001,0.96470708275682,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","6",0.001,1.2219671544297,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","6",0.001,1.05432193613638,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","6",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","6",0.001,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","6",0.001,1.04553364337528,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","1",0.1,1.24485121115829,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","1",0.1,0.893467230057197,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","1",0.1,0.976621087513709,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","1",0.1,0.996924538935353,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","1",0.1,1.0644701442324,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","1",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","1",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","1",0.1,0.96882118094554,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","2",0.01,1.12107638839166,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","2",0.01,1.0714556435428,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","2",0.01,1.36400166073576,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","2",0.01,1.44181146402138,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","2",0.01,0.984750025671201,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","2",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","2",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","2",0.01,0.641906038717216,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","3",0.01,1.07144649563265,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","3",0.01,0.951420926844829,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","3",0.01,1.16443632250429,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","3",0.01,1.05656211333276,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","3",0.01,1.22781847640144,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","3",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","3",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","3",0.01,1.00700520689145,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","4",0.01,0.972818375617778,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","4",0.01,1.03296295440675,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","4",0.01,1.20630231164493,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","4",0.01,1.06647898327599,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","4",0.01,0.994692381176895,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","4",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","4",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","4",0.01,1.23851680348847,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","5",0.01,1.13385968575909,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","5",0.01,0.854703930604144,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","5",0.01,1.21729105115156,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","5",0.01,1.17483041814973,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","5",0.01,0.963645047955189,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","5",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","5",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","5",0.01,0.804636841196076,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","6",0.01,1.13871723802998,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","6",0.01,0.941932839848132,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","6",0.01,1.16383405656347,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","6",0.01,1.15558344337157,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","6",0.01,1.14884549352705,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","6",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","6",0.01,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","6",0.01,1.07863956435638,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","1",0.1,1.24485121115829,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","1",0.1,0.893467230057197,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","1",0.1,0.976621087513709,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","1",0.1,0.996924538935353,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","1",0.1,1.0644701442324,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","1",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","1",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","1",0.1,0.96882118094554,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","2",0.1,1.1398560499504,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","2",0.1,0.62077941697797,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","2",0.1,0.959011377267358,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","2",0.1,1.00583448905526,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","2",0.1,0.920961153973308,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","2",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","2",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","2",0.1,1.1513256994238,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","3",0.1,0.857197397389156,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","3",0.1,0.452384383872705,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","3",0.1,0.866616091942179,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","3",0.1,0.600717828549218,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","3",0.1,1.05909475562144,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","3",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","3",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","3",0.1,1.13154534717049,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","4",0.1,0.940931410471345,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","4",0.1,0.576214745594812,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","4",0.1,1.07323189210142,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","4",0.1,0.953359039472885,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","4",0.1,1.10821680922066,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","4",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","4",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","4",0.1,1.03693298793377,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","5",0.1,0.808391879932878,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","5",0.1,0.754324166923401,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","5",0.1,0.961825791225507,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","5",0.1,1.29258204509769,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","5",0.1,1.01846702585947,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","5",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","5",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","5",0.1,0.814666278240836,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","6",0.1,0.808526994647198,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","6",0.1,0.502201012702294,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","6",0.1,0.927495989951483,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","6",0.1,1.10822588645239,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","6",0.1,1.08522989618399,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","6",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","6",0.1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","6",0.1,0.987251302455847,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","1",1,0.12428235464895,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","1",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","1",1,0.146155909719038,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","2",1,0.292835514942875,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","2",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
